id;text;dish_id
216;***Шаг 1:***Как сделать лепешки без дрожжей? Подготовьте все продукты. У меня кефир 3,2% жирности. Имейте в виду, что от жирности кефира будет зависеть количество используемой муки: менее жирный кефир потребует чуть больше муки, чем указано. Кефир заранее достаньте из холодильника, чтобы он успел нагреться до комнатной температуры.***Шаг 2:***Просейте муку, чтобы насытить ее кислородом. От этого во многом будет зависеть качество выпечки. В миске подходящего размера смешайте просеянную муку, соду и соль. По серединке сделайте углубление.***Шаг 3:***Влейте к сухим ингредиентам жидкие – кефир и рафинированное растительное масло. Пищевую соду гасить уксусом не требуется, так как с этой задачей прекрасно справится кисломолочный напиток.***Шаг 4:***Замесите мягкое тесто. Муки может потребоваться больше или меньше. Все зависит от ее свойств и жирности используемого вами кефира. Ориентируйтесь на желаемую консистенцию теста. Оно должно быть, мягким, липковатым, пластичным, но не крутым. Прикройте тесто полотенцем и оставьте на 20 минут, пусть отдохнет.***Шаг 5:***Разделите тесто на четыре равные части. Из каждого кусочка сформируйте лепешки толщиной не больше 1 см. Поверхность каждой заготовки наколите вилкой, чтобы они равномерно поднимались при выпекании. Выложите на застеленный пергаментом противень. Заранее (за 10-15 минут до начала готовки) разогрейте духовку до 180 градусов. Выпекайте около 20-25 минут. Время и температура выпекания может отличаться от указанных. Ориентируйтесь на особенности своей техники.***Шаг 6:***Когда верх выпечки подрумянится, проверьте готовность деревянной зубочисткой. Проколите, если она вышла сухой, значит готово. Противень достаньте из духовки. Полностью остудите лепешки. Подавайте их вместо хлеба к разным блюдам. Будет вкусно с чаем или кофе. Или приготовьте вкусные бутерброды (например, со сливочным сыром и овощами).;148
218;***Шаг 1:***Как сделать творог с яйцом на завтрак ПП за 5 минут? Подготовьте необходимые продукты. Творог можно взять жирностью 5-9%. Чем выше жирность творога, тем вкуснее и более питательным получится блюдо. Главное, чтобы творог был свежим, некислым и нежестким. Яйца используйте категории не менее С1.***Шаг 2:***Изюм тщательно помойте и распарьте. Как правильно распарить изюм? Залейте хорошо промытый изюм горячей водой и оставьте на 10-15 минут. За это время он станет мягким. Слейте воду и обсушите его бумажными полотенцами. Можно взять любые сухофрукты (курагу, чернослив) или вяленые ягоды (клюкву, вишню).***Шаг 3:***В миске соедините творог, яйца, сахар и муку. Обязательно мойте яйца перед использованием, так как даже на кажущейся чистой скорлупе могут находиться вредные бактерии. Сахар добавляйте по вкусу, учитывая сладкий вкус сухофруктов. Вместо сахара можно использовать также сахарозаменитель, который не боится термической обработки.***Шаг 4:***Перемешайте творожную массу до однородности.***Шаг 5:***Чистый, просушенный изюм добавьте в полученную массу. Если используете крупные сухофрукты, то предварительно их мелко нарежьте ножом.***Шаг 6:***В миску, подходящую для приготовления в микроволновой печи, добавьте воду, чтобы запеканка во время приготовления не присохла.***Шаг 7:***Выложите творожную массу в миску и разровняйте.***Шаг 8:***Поставьте творог с яйцом в микроволновую печь. Я запекала завтрак при мощности печи 750 W. По времени приготовления будет достаточно 3 минут. Имейте в виду, что микроволновки работают не одинаково. Время приготовления и рекомендуемая  мощность могут отличаться от заявленных в рецепте. Читайте инструкцию к вашему прибору и учитывайте особенности именно вашей техники***Шаг 9:***Готовая запеканка уплотнится. Достаньте миску из микроволновки, используя кухонные варежки, чтобы не обжечься.***Шаг 10:***Миску с запеканкой переверните на тарелку. Можно подавать как в остывшем, так и в теплом виде.Приятного аппетита!;150
222;***Шаг 1:***Как сделать пирожки на кефире в духовке? Отмерьте нужные ингредиенты. Кефир можете взять любой жирности. Сухие дрожжи можете заменить свежими прессованными, исходя из пропорции 1:3. То есть их нужно будет взять 30 граммов.***Шаг 2:***В сотейник влейте кефир и растительное масло. Перемешайте. Поставьте сотейник на медленный огонь и нагрейте смесь до 37-39°С, постоянно помешивая. Затем снимите сотейник с огня.***Шаг 3:***Всыпьте в теплый кефир сахар и соль и размешайте до полного растворения.***Шаг 4:***Пшеничную муку просейте в глубокую миску.***Шаг 5:***Всыпьте сухие дрожжи и перемешайте.***Шаг 6:***Ложкой сделайте в муке углубление.***Шаг 7:***Вылейте кефирную смесь в углубление в муке.***Шаг 8:***Замесите мягкое эластичное тесто. Вымешивайте его около 10 минут. Я делаю это в кухонном комбайне. Следите за консистенцией теста - муки у вас может уйти больше или меньше, чем у меня, имейте это в виду.***Шаг 9:***Тесто должно хорошо держать форму, быть нежным, упругим, не липким.Скатайте тесто в шар.***Шаг 10:***Выложите тесто в миску, накройте полотенцем и оставьте в тепле на 30-40 минут. Нам нужно, чтобы оно немного поднялось.***Шаг 11:***Приступайте к начинке. Ее можете использовать любую. У меня это вареный рис с яйцом. Рис предварительно отварите в большом количестве подсоленной воды до полуготовности. Рис откиньте на дуршлаг и дайте стечь воде. Охладите. Яйца сварите вкрутую, охладите, очистите и нарежьте мелкими кубиками. Кинзу и укроп вымойте, обсушите. Зелень мелко порубите. В миске соедините рассыпчатый рис, яйца, зелень, соль и перец.***Шаг 12:***Все составляющие начинки хорошо перемешайте.***Шаг 13:***Подошедшее тесто разделите на 12-14 одинаковых кусочков (у меня получилось 14 кусочков по 60 г) и скатайте из них шарики.***Шаг 14:***Каждый шарик разровняйте на присыпанной мукой поверхности в небольшие круглые лепешки.***Шаг 15:***На каждый кусочек теста выложите по 1-2 столовой ложки начинки.***Шаг 16:***Тщательно защипните края теста.***Шаг 17:***Точно так же сформируйте оставшиеся пирожки.***Шаг 18:***Выложите пирожки на застеленный пергаментом противень швом вниз. Оставьте их так для расстойки на 10 минут.***Шаг 19:***Для оформления верха пирожков нам понадобится сырой желток. Я еще взяла кунжутное семя, но вы можете обойтись без него.Желток вбейте в миску и взболтайте вилкой.***Шаг 20:***Смажьте поверхность пирожков сырым желтком и посыпьте кунжутом.***Шаг 21:***Выпекайте пирожки в разогретой до 200°С духовке около 20 минут. Подавайте горячими. Хотя они вкусные и когда остынут. Приятного аппетита!;151
224;"***Шаг 1:***Как испечь багеты в духовке? Отмерьте все ингредиенты. Во избежание неприятных сюрпризов заранее проверьте дрожжи: налейте в миску немного теплого молока или воды, размешайте в нём дрожжи. Миску накройте кухонным полотенцем и поставьте в теплое место без сквозняков на 10-15 минут. За это время на поверхности опары должна появиться пенная дрожжевая шапочка. Если этого не произошло, выпечка не получится. Дрожжи в таком случае замените на другие.***Шаг 2:***Дрожжи растворите в теплой воде и оставьте на 5 минут. Не забывайте, что жидкость, в которой разводятся дрожжи, должна быть не выше 40 градусов. Почему это важно? В теплой среде дрожжи хорошо активизируются, в горячей погибнут, а в холодной просто не заработают.***Шаг 3:***Муку просейте вместе с солью.***Шаг 4:***Добавьте к муке воду с дрожжами и вымесите тесто.***Шаг 5:***Выложите тесто в большую миску, накройте полотенцем и оставьте в теплом месте на 30 минут.***Шаг 6:***Затем тесто выложите на присыпанную мукой поверхность и обомните. Оставьте подходить 15 минут.***Шаг 7:***Сформируйте из теста багет.***Шаг 8:***Переложите багет на застеленный пергаментом противень и оставьте в теплом месте для расстойки на 1 час 30 минут.***Шаг 9:***Как только тесто подошло, сделайте острым ножом на каждом багете косые надрезы.Духовку заранее разогрейте до 230°С. Я обычно включаю её за 10-15 минут до начала выпекания. На нижний уровень установите глубокую емкость с водой.Поставьте противень с багетом в духовку и убавьте температуру до 210°С. Выпекайте 10-12 минут на режиме ""Верх-низ + конвекция"" - так багет приобретет золотистую хрустящую корочку и не подгорит.";154
226;"***Шаг 1:***Как сделать пампушки с чесноком? Для начала подготовьте продукты, все они должны быть комнатной температуры. Вымойте хорошенько яйца, помойте и обсушите укроп, очистите чеснок. Обратите внимание, что муки у вас может уйти больше или меньше, чем у меня - так что ориентируйтесь на консистенцию теста.***Шаг 2:***Отложите в сторону ингредиенты для приготовления опары. Как видите, я беру свежие дрожжи, но вы можете заменить их на сухие. У меня 21 грамм свежих, поэтому сухих будет нужно 7 граммов.***Шаг 3:***Свежие дрожжи раскрошите в миску, добавьте сахар, разотрите, влейте тёплую воду и молоко, вмешайте ложку муки.Оставьте подниматься на 30 минут в тепле. Как только появится пенная ""шапочка"", опара готова. Если пенной шапочки нет, дрожжи надо заменить, они неактивны (проверяйте всегда срок годности и берите только свежие).***Шаг 4:***Пока опара подходит, подготовьте чесночную заливку, чтобы у неё было время настояться.Для этого мелко нарежьте промытый и обсушенный укроп, добавьте соль (1 ч.л. или по вкусу), измельчённый через пресс чеснок. Перемешайте массу, потом влейте в нее растительное масло. И оставьте настаиваться.***Шаг 5:***В глубокую миску просейте муку, добавьте соль, размешайте, в центре сделайте углубление. В пиалку разбейте яйца, размешайте и часть яичной массы, 2/3, перелейте в муку, а 1/3 оставьте для смазывания готовых пампушек. В муку добавьте поднявшуюся опару и замесите тесто ложкой. В конце замеса добавьте 2 ложки растительного масла и начните вымешивать руками, постепенно добавляя оставшееся масло. Припылите стол мукой и вымешивайте тесто 7-10 минут.***Шаг 6:***Тесто станет гладким и не будет липнуть к рукам. Округлите его и переложите в чистую, слегка смазанную растительным маслом миску. Накройте пищевой плёнкой и салфеткой, оставьте в тепле для подъёма на час.***Шаг 7:***Тесто хорошо поднимается, увеличивается почти в 2,5 раза. Стол и руки немного смажьте растительным маслом. Тесту придайте форму батона и разделите на 15-16 частей по 50-55г каждый. Я сделала несколько штук по 60 г и мне они показались большими.***Шаг 8:***Сформируйте пампушки, округлив тесто. Выкладывайте их на смазанный маслом противень или на пергамент, коврик для запекания. Накройте плёнкой и оставьте на расстойку на 30 минут. Пампушки сильно поднимутся, оставляйте расстояние между ними. В оставленное яйцо добавьте чайную ложку молока и бережно, чтобы не осадить пампушки, смажьте их. Дайте смазке подсохнуть 1-2 минуты, тогда у выпечки будет красивый блеск.***Шаг 9:***Выпекайте украинские пампушки на дрожжах в заранее разогретой духовке при 190 градусах около 30 минут до румянца. Точную температуру и время запекания определяйте по своей духовке.Горячие пампушки смажьте чесночной заливкой при помощи силиконовой кисточки.***Шаг 10:***Подавайте пампушки с чесноком к борщу горячими. Приятного аппетита!";155
230;***Шаг 1:***Подготовьте необходимые ингредиенты. Пшеничную муку берите высшего сорта. От этого во многом будет зависеть успех выпечки.***Шаг 2:***Подогрейте воду до 37-40 градусов, но не больше, так как в горячей среде дрожжи просто погибнут. В небольшую емкость насыпьте сухие дрожжи, залейте их теплой водой (около 50 мл). Оставьте на 15 минут в теплом месте. Если дрожжи не просрочены и не испорчены, на поверхности опары появится пенная шапочка.***Шаг 3:***Муку просейте в глубокую миску. Ее количество может быть больше или меньше, чем указано. Все зависит от ее свойств. Необходимо ориентироваться на желаемую густую консистенцию теста.***Шаг 4:***Всыпьте сахар, соль. Влейте активизировавшиеся дрожжи. Все перемешайте.***Шаг 5:***Влейте оставшееся количество теплой воды в тесто.***Шаг 6:***Замесите влажное, густое и довольно липкое тесто.***Шаг 7:***Накройте миску вафельным полотенцем и оставьте в теплом месте без сквозняков на 40 минут. За это время объем теста увеличится в 2-3 раза.***Шаг 8:***Поднявшееся тесто переложите на рабочую поверхность и обомните его руками, смазанными растительным маслом. Обминка нужна для того, чтобы выгнать углекислый газ из теста, препятствующий процессу брожения.***Шаг 9:***Из теста сформируйте шар, верните его в миску и оставьте в теплом месте под полотенцем еще на 40 минут. Можно спрятать в духовку, прогретую до 30-40 градусов. По истечении времени тесто снова следует обмять.***Шаг 10:***Дно и стенки жаропрочной формы (у меня прямоугольная) смажьте растительным маслом с высокой температурой дымления и присыпьте мукой.***Шаг 11:***Выложите в форму тесто. Присыпьте мукой верх буханки, чтобы ее поверхность не заветрилась при расстойке.***Шаг 12:***Форму с тестом опять ставим в теплое место на 30 минут. Можно спрятать в духовку, прогретую до 30-40 градусов.***Шаг 13:***Заранее разогрейте духовку до 190 градусов. Выпекайте хлеб около 40 минут. Важно учитывать, что время и температура выпекания может отличаться от указанных, так как каждая духовка печет по-разному. Ориентируйтесь на особенности своей техники. Когда верх хлеба подрумянится, проткните его деревянной шпажкой, если она выходит сухой, значит доставайте форму с выпечкой из духовки. Сбрызните верх буханки горячей водой, накройте полотенцем до полного остывания.;156
234;***Шаг 1:***Для приготовления печенья нам потребуется яичный белок, сахарная пудра и миндальная мука. Также, по желанию, в печенье можно добавить пару капель миндального ароматизатора, если он есть. Миндальную муку для этого печенья лучше взять крупного помола, тогда миндаль будет лучше чувствоваться. Если купить миндальную муку вы не можете, то её легко приготовить самостоятельно. Миндаль нужно очистить и смолоть в кофемолке.***Шаг 2:***Итак, в миску всыпаем миндальную муку и добавляем к ней сахарную пудру. Кстати, сахарную пудру желательно предварительно просеять, чтобы разбить всевозможные комочки.***Шаг 3:***Лопаткой тщательно перемешиваем.***Шаг 4:***В другой чистой и сухой миске взбиваем до твёрдых пиков белок.***Шаг 5:***За два приема добавляем в белковую пену смесь миндальной муки и сахарной пудры.***Шаг 6:***Тщательно перемешиваем тесто лопаткой. Кстати, в зависимости от размера белка, тесто для миндального печенья может получиться чуть более или чуть менее густым, это повлияет на форму печенья, оно может получиться или плоским, или более пухленьким, но на вкус это не повлияет, печенье будет в любом случае вкусное.***Шаг 7:***С помощью двух чайных ложек выкладываем на противень тесто для будущих печенек. Между печеньем оставляем расстояние в 4-5 см, так как при выпечки печенье немного расплывется. Всего из этого количества у меня получилось 15 небольших печенек.***Шаг 8:***Сверху печенье присыпаем просеянной сахарной пудрой и отправляем в духовку выпекаться.***Шаг 9:***Выпекаем печенье при 180 С около 15-20 минут, за это время печенье покроется твердой карамельной корочкой, а внутри останется чуть мягким. Если вдруг вы хотите, чтобы печенье было внутри сухое и полностью хрустящее, то через 20 минут нагрев в духовке выключите, а печенье оставьте остывать в течение 1 часа не доставая из духовки, таким образом оно дойдет до полной готовности.***Шаг 10:***После того, как печенье полностью остынет, храним его в пластиком контейнере с крышкой, так оно останется хрустящим.***Шаг 11:***Вот и всё. Наше миндальное печенье классическое готово.***Шаг 12:***Приятного аппетита!;159
237;***Шаг 1:***В подготовленную чашу для приготовления теста разбейте яйцо и добавьте к нему сахар. Смешайте все венчиком.***Шаг 2:***Затем добавьте в чашу необходимое количество творога. Смешайте до однородности.Лучше всего использовать творог, протертый через сито. Благодаря этому в готовых пончиках не будут попадаться кусочки творога, а консистенция будет равномерно нежная.***Шаг 3:***В столовую ложку насыпьте немного соды и погасите её с помощью уксуса. Для этого капните немного уксуса в ложку. Когда масса хорошо запенится добавьте её в тесто. Перемешайте.***Шаг 4:***Муку просейте через сито и добавляйте понемногу в тесто. Вмешивайте её постепенно. Удобно вмешивать простой ложкой или деревянной лопаткой.Должно получиться тесто, которое практически не липнет к рукам. Когда мука почти вмешается в тесто, можно его выложить на стол и замесить руками. Только стол слегка присыпьте мукой.***Шаг 5:***Из готового теста скатайте небольшие шарики, размером, примерно, с грецкий орех. Если тесто немного липнет, то руки можно смазать растительным маслом.***Шаг 6:***В небольшую, но глубокую сковороду налейте растительное масло. Его должно быть достаточное количество, чтобы пончики жарились в нем свободно. Разогрейте масло до горячего состояния.Выложите шарики из теста в горячее масло. Только делайте это очень аккуратно, чтобы не обжечь руки. Удобно опускать шарики по одному. Обжарьте их на среднем огне до аппетитного, золотистого цвета.***Шаг 7:***Затем, с помощью ножа, переверните их на другую сторону. И так же обжарьте пару минут. Если масла налито очень много, что они свободно в нем плавают, то по готовности шарики сами переворачиваются сырой частью вниз.***Шаг 8:***Готовые пончики выкладывайте на бумажные полотенца. Благодаря этому с них уйдет лишнее масло и они не будут слишком жирные.Готовые пончики посыпьте немного сахарной пудрой и угощайтесь.Приятного аппетита!;162
239;***Шаг 1:***Как сделать быстрые сахарные булочки на сухих дрожжах? Подготовьте ингредиенты. Приготовьте тесто для булочек. Как сделать тесто? Просейте в миску муку, всыпьте быстродействующие дрожжи, соль и сахар. Перемешайте, чтобы все сыпучие ингредиенты равномерно распределились между собой.***Шаг 2:***Влейте теплую воду (не выше 40 градусов). Почему это важно? В теплой среде дрожжи хорошо активизируются, в горячей погибнут, а в холодной просто не заработают. Начните все перемешивать ложкой.***Шаг 3:***Когда тесто загустеет, влейте растительное масло и продолжите замес. Будьте готовы к тому, что муки может потребоваться больше или меньше, чем указано в рецепте. Ориентируйтесь не на количество муки, а на желаемую консистенцию теста. У меня ушло на 150 мл воды 370 грамм муки — тесто не тугое, мягкое, но в итоге хорошо отстает от стенок посуды.***Шаг 4:***Переложите тесто на рабочую поверхность, также немного смазанную маслом (мукой припылять не нужно, чтобы не забить тесто лишним количеством). Вымешивайте гладкое эластичное тесто в течение 7-10 минут, сформируйте шар, накройте пищевой пленкой и оставьте в теплом месте на 40 минут для подъема. Я обычно через 10 минут тесто снова вымешиваю, когда оно становится более податливым, и так оно еще лучше подходит.***Шаг 5:***Подошедшее тесто обомните и разделите на 8 равных частей удобным для вас способом, из каждой скатайте колобочки. Мука также не понадобится.***Шаг 6:***Возьмите один колобок и раскатайте его скалкой в лепешку диаметром примерно 17 сантиметров, можете также просто размять его руками. Слегка смажьте лепешку при помощи силиконовой кисточки растительным маслом и посыпьте сахаром: на одну лепешку — одна столовая ложка сахара.***Шаг 7:***Сверните лепешку рулетом и защипните края.***Шаг 8:***Зафиксируйте концы рулета друг с другом, формируя кольцо.***Шаг 9:***Положите кольцо на бортик и сделайте ножом разрез, не доходя до конца, как показано на фото.***Шаг 10:***Выверните заготовку — получается слоеное сердечко. Аналогичным образом сделайте булочки из всего теста.***Шаг 11:***Выложите заготовки в форму для запекания, застеленную пергаментом. У меня за раз поместилось 4 сердечка.***Шаг 12:***Выпекайте булочки в духовом шкафу при 180 градусах 15-20 минут до зарумянивания. Далее испеките вторую партию. Готовые булочки немного остудите и подавайте к столу — они хороши и в теплом виде. Приятного аппетита!;164
246;"***Шаг 1:***Подогреваем половину воды (100 мл) до температуры 38-40 градусов в сотейнике, переливаем ее в миску, в которой будем замешивать тесто, всыпаем дрожжи, 1 столовую ложку сахара и 100 гр просеянной муки. Перемешиваем и оставляем опару в теплом месте на примерно 10-15 минут.***Шаг 2:***У нас должна образоваться так называемая ""шапочка"".***Шаг 3:***Также подогреваем вторую половину воды, всыпаем в нее соль и оставшийся сахар. Перемешиваем до растворения.***Шаг 4:***В подошедшую опару вливаем воду с солью и сахаром и растопленное сливочное масло.***Шаг 5:***Перемешиваем.***Шаг 6:***Всыпаем половину оставшейся муки, которую нужно просеять.***Шаг 7:***Перемешиваем. Тесто начинает загустевать.***Шаг 8:***Всыпаем частями оставшуюся муку (также просеянную) в два-три приема, после каждой порции перемешиваем. Какой консистенции должно быть тесто? Тесто считается готовым, как только оно перестанет быть липким и начнет хорошо отставать от стенок миски. У вас муки может уйти больше или меньше, все зависит от ее сорта и качества.***Шаг 9:***Выкладываем тесто на рабочую поверхность и вымешиваем. Я вымешивала еще 5 минут. Муки мне больше не потребовалось.***Шаг 10:***Формируем из теста шар, перекладываем его в сухую миску, накрываем пищевой пленкой и даем подойти. У меня на это ушло 1,5 часа.***Шаг 11:***Тесто должно увеличиться в объеме в два раза.***Шаг 12:***Делим тесто на кусочки, от размера которых будет зависеть размер пончиков. У меня вышло средних 7 кусочков. Подкатываем тесто в шарики.***Шаг 13:***Делаем в шариках дырочку пальцами, формируя пончики. Я выложила заготовки на кусочки пергамента, смазанного растительным маслом, чтобы при погружении во фритюр они не помялись. Даем заготовкам подойти. У меня на это ушло 15 минут.***Шаг 14:***Разогреваем масло в посуде, в которой будем жарить пончики. Я использовала небольшую сковороду. Выкладываем заготовки и жарим их до зарумянивания. У меня на одну сторону ушло 7 минут на умеренном огне. Сильный огонь делать не рекомендую, иначе пончики быстро зажарятся снаружи и останутся сырыми внутри. А если огонь будет слишком маленький, то они промаслятся. Поэтому советую сделать умеренный огонь и жарить пончики при слабом кипении.***Шаг 15:***Переворачиваем пончики на другую сторону и жарим до готовности. Я жарила 5 минут. Так жарим все заготовки. Готовые пончики можно выложить на бумажное полотенце, чтобы оно впитало лишний жир. Я посыпала выпечку сахарной пудрой, но это по желанию.";165
248;"***Шаг 1:***Как испечь пирог с рыбой в духовке? Отмерьте необходимые ингредиенты для дрожжевого теста. Молоко слегка подогрейте.***Шаг 2:***Сливочное масло растопите на медленном огне, остудите до теплого состояния.***Шаг 3:***Муку просейте через сито, чтобы она обогатилась кислородом. Тогда тесто будет хорошо и легко подниматься и выпечка получится пышной.***Шаг 4:***В маленькой мисочке соедините дрожжи, 0,5 ч.л. сахара и примерно 50 мл теплого молока. Все хорошо перемешайте и оставьте на 10 минут для активации дрожжей. На поверхности появится пенная ""шапочка"".***Шаг 5:***В широкой устойчивой емкости взбейте венчиком яйца с солью и остальным (1,5 ч.л.) сахаром до однородности.***Шаг 6:***Влейте оставшееся теплое молоко, перемешайте.***Шаг 7:***Добавьте активированную дрожжевую смесь, слегка перемешайте.***Шаг 8:***Добавьте растопленное негорячее сливочное масло, перемешайте.***Шаг 9:***Всыпьте примерно 3/4 просеянной муки, перемешайте сначала ложкой. Сразу всю муку не высыпайте, чтобы тесто не получилось излишне плотным. Муки может понадобиться больше или меньше в зависимости от ее свойств и качества.***Шаг 10:***Остальную муку подсыпайте небольшими порциями, одновременно перемешивая тесто руками и контролируя его консистенцию.***Шаг 11:***Замесите мягкое, податливое тесто. Прикройте миску с тестом пищевой пленкой или полотенцем и оставьте на 70-80 минут в теплом месте для подъема.***Шаг 12:***Приготовьте начинку для пирога. Рыбное филе можно взять любое, как красное, так и белое. Приправы и специи выбирайте по вкусу.***Шаг 13:***Рыбное филе помойте, хорошо обсушите. Нарежьте филе небольшими кусочками.***Шаг 14:***Предварительно очищенный репчатый лук нарежьте тонкими полукольцами.***Шаг 15:***Рыбное филе соедините с луком. Посолите, добавьте кориандр (или любые специи и приправы по вкусу). Перемешайте.***Шаг 16:***Тесто хорошо поднялось. Оно увеличилось в объеме примерно в 2,5 раза. Время подъема будет зависеть от температуры окружающей среды и активности дрожжей.***Шаг 17:***Тесто аккуратно обомните, выложите на стол, присыпанный мукой. Чтобы сформировать пирог в виде рыбы, раскатайте тесто в овальный пласт толщиной 0,5-1 см. Мне было удобнее перенести заготовку на пергамент на этом этапе, чтобы потом не тревожить сформированный пирог.***Шаг 18:***На середину пласта выложите подготовленную начинку в форме овальной горки.***Шаг 19:***Чтобы начинка было более сочной и вкусной, выложите на нее кусочки сливочного масла.***Шаг 20:***По двум сторонам от начинки сделайте косые надрезы по длине начинки.***Шаг 21:***Передний край теста заверните друг на друга, формируя голову рыбы.***Шаг 22:***Разрезанные боковые полоски теста заворачивайте поочередно на начинку, накладывая их внахлест и слегка прижимая с боков.***Шаг 23:***Таким образом заверните все полоски теста. Начинка должна быть полностью ими закрыта.***Шаг 24:***Из нижней части пласта сформируйте хвост. Для этого заверните боковые части теста друг на друга и слегка прижмите. Я разрезала хвост на 2 части и сделала полоски ножом.***Шаг 25:***Глазик рыбы можно сделать из колечка маслины. Сформированный пирог прикройте легким полотенцем и оставьте для расстойки на 15 минут.***Шаг 26:***В мисочке перемешайте желток и ложку молока.***Шаг 27:***Смажьте рыбный пирог сверху желтком, чтобы во время выпечки он приобрел приятный румяный колер.***Шаг 28:***Выпекайте пирог в заранее разогретой до 180С духовке 30-35 минут. Время выпечки будет зависеть от толщины слоя начинки, а также от индивидуальных особенностей работы конкретной духовки. Если верх пирога зарумянится преждевременно, прикройте его фольгой.***Шаг 29:***Подавайте пирог с рыбой теплым. Приятного аппетита!";171
